id,manufacturer,model,year,gearbox_type,operating_hours,fuel_type,registration_fees,efficiency,engine_capacity,price
f2mdpjUcckV6Jxv6vVywnZ,I,I_6,2018,Manual,14229,Petrol,145,51.4,1.6,16289
JVGKmbBntQXJm4GFk6hWus,I,I_6,2019,Automatic,11670,Diesel,145,68.9,1.5,18748
JioqWT7ULz64boghX8nGRp,C,C_1,2019,Manual,2703,Petrol,145,45.6,1.5,18001
GKZC5hUswR3Rxcwcp2abKH,I,I_7,2019,Semi-Auto,14019,Petrol,145,45.6,1.3,22399
7utys8MvMMhDgJoSyEfvD5,C,C_2,2015,Manual,48328,Diesel,20,67.3,2.0,12490
292XjyDGTPa8Yrg7t357b8,A,A_12,2016,Automatic,29640,Diesel,125,57.6,1.6,10640
Y2DEs2Dm8owiesgkNLGkfs,C,C_1,2016,Semi-Auto,35164,Petrol,30,53.3,1.4,13990
fickjnmEk8taF7suaQQ8Xn,C,C_2,2018,Automatic,32656,Hybrid,135,166.0,1.4,25999
GzbaB6ZYWrR2WkyyCZ8Emo,I,I_9,2017,Semi-Auto,9880,Petrol,150,43.5,2.0,27799
KwrZfpdot462MGSRQTim7R,G,G_0,2015,Manual,48938,Diesel,0,78.5,1.5,6998
YNNSVfga5Lk8CJqjfpV4Ny,G,G_0,2019,Manual,18659,Petrol,145,56.5,1.0,11998
Z43wXoKeb6pEuSjoXdkGbH,B,B_5,2015,Manual,43745,Diesel,125,60.1,2.0,15361
QQWrofnmtEYJZ4iidb6vXq,G,G_1,2016,Manual,46008,Diesel,0,74.3,1.5,10000
BHAgn7CdcdwUXArtePTKo5,B,B_16,2014,Manual,31074,Petrol,205,41.5,2.0,3076
6hth94UNyMxSyqcFUXmxJe,G,G_0,2015,Manual,29787,Petrol,0,65.7,1.0,8000
QC5JJdQw8dS4RsaFvigdTA,E,E_0,2017,Automatic,21595,Petrol,145,58.9,1.4,15995
9bzfPLtNJsdF4MaPtd64xE,E,E_2,2016,Semi-Auto,45619,Diesel,20,67.3,2.0,15395
Vpog8Hvf5j6LJrskEAHwxD,D,D_1,2018,Manual,17267,Petrol,150,34.9,1.6,15229
YFiJiX8Xb8ANX3kMrH64wV,A,A_6,2015,Manual,38265,Diesel,150,55.4,2.0,8796
SWjpRfVwZnBGm8y3iH34MB,A,A_9,2015,Manual,18000,Petrol,125,51.4,1.4,7195
N7HeyTb9iUnodWRZQ5Wx52,A,A_0,2013,Manual,62000,Petrol,125,51.4,1.4,4995
7KsPguoEbWqHNE9g9XjWiY,F,F_4,2014,Automatic,46599,Hybrid,0,72.4,1.8,9999
K2RaS2pLLHW8bv8ipgX843,I,I_8,2018,Automatic,6876,Diesel,150,56.5,2.1,26500
CTr7sEzwmV4DYDWMYHEUxD,E,E_6,2019,Semi-Auto,6500,Petrol,145,40.4,2.0,26295
MtUXdkEMEyFDbSypcrHiDG,E,E_6,2019,Automatic,9,Diesel,145,50.4,2.0,30400
XaSa2DspGQedZxi37GbbTp,E,E_3,2016,Manual,25158,Petrol,125,50.4,2.0,16900
btkRXtq8HExdNZ7PJrULch,G,G_1,2018,Manual,20597,Petrol,145,57.7,1.0,13200
9wZYsVmwZcJ37zFXiHGnAe,B,B_0,2018,Semi-Auto,15711,Diesel,145,60.1,3.0,27798
MPhGkGDvkS6iY7aKYr4Sgv,G,G_5,2016,Manual,22000,Diesel,20,68.9,1.5,11999
Trh2F9E2sddnvch3x7Sm7A,E,E_8,2019,Semi-Auto,4084,Petrol,145,40.9,1.5,23495
L5mTwK6wcAbc4kDikGsfBj,C,C_1,2019,Manual,3501,Petrol,145,47.9,1.5,21299
ddZ4vKBSKt2yLeXxc6nd67,B,B_6,2019,Semi-Auto,5656,Diesel,150,36.7,3.0,38990
HJpWfHQa5sNjNkxnUrtM4T,G,G_3,2017,Manual,25994,Petrol,150,45.6,1.5,11990
YmdGLVfme5tV53UMJoLy2n,G,G_4,2019,Manual,5901,Petrol,145,53.3,1.0,15000
EyeTcKDkgPrYPvkiSfnTbE,F,F_5,2016,Manual,9498,Petrol,0,69.0,1.0,7495
msDCgi5tNrqAecRckrpkbB,C,C_2,2017,Manual,18104,Diesel,20,70.6,1.6,12777
FUPUGQrcWNXfz9GbL6Hf6M,B,B_2,2015,Manual,62538,Petrol,30,56.5,1.5,11490
6fjQdqyruCQeRL3kQNtmPN,F,F_2,2019,Automatic,15581,Hybrid,135,52.3,2.5,27570
658NaS6HspiDTJLkHi2VJC,G,G_0,2018,Manual,7945,Petrol,150,40.3,1.5,17700
j9zUT9NA5ZEZE8PzQFMHbG,B,B_4,2020,Manual,103,Petrol,145,52.3,1.5,24290
CCiusHq9JhjeMXujH6q7rn,C,C_7,2020,Manual,4242,Petrol,145,54.3,1.0,10791
3vXnqkvmYojrnobQwN5yj8,G,G_1,2019,Manual,4827,Petrol,145,60.1,1.0,17750
WnEcXXzgqvBZuSSzTdfAx8,E,E_8,2018,Manual,11088,Petrol,145,50.4,1.4,20890
E7xdybVchMiygRDCdbKFCf,C,C_4,2017,Semi-Auto,4076,Petrol,145,60.1,1.2,13495
Rjud7JBkuBMWPSsu6UCZ89,G,G_4,2017,Manual,10558,Diesel,145,64.2,1.5,10299
mq3qNqwWQriRnmpLbkBdit,H,H_0,2019,Semi-Auto,2338,Petrol,145,37.7,2.0,22000
bmRgzAnVWCFcHXSNnQTgaT,A,A_1,2017,Automatic,9104,Petrol,150,51.4,1.4,12315
gwijq9Pv8z3Yo8kQPQKkii,B,B_13,2019,Manual,103,Diesel,145,53.3,2.0,26790
YZFdhnvhc52EbBKYbXVUTi,I,I_5,2016,Semi-Auto,39017,Diesel,125,56.5,2.1,17998
TBtiw2dHGBk6KcFFCoGXLn,G,G_0,2017,Manual,9000,Petrol,20,62.8,0.0,11289
n6PxH8SgXTmXAaBx7pw6x4,F,F_4,2017,Automatic,40418,Hybrid,0,78.5,1.8,13195
k5AjmqDwMUcTPYT4SVJPj4,F,F_4,2016,Automatic,17363,Hybrid,0,78.5,1.8,13899
GxymhVS5DL84vJXuzmptZx,D,D_4,2016,Manual,31745,Diesel,20,72.4,1.6,10485
BN5iWQyDjtbf2jNZUyJB27,A,A_0,2016,Manual,23979,Petrol,30,55.4,1.4,7698
Aq5cePmypiszKSPjnatTCB,E,E_5,2016,Semi-Auto,19273,Diesel,200,47.1,2.0,22995
jWmknaVEaTwjeQPXQZVjG9,D,D_1,2017,Manual,27892,Diesel,145,61.7,1.7,14495
YoMwfLbZHekGgX6FDT9HME,G,G_3,2017,Automatic,16765,Diesel,145,54.3,2.0,18000
dFTcBpa63o3Dps4RfU4a7h,E,E_11,2013,Automatic,48000,Diesel,300,38.2,3.0,19990
59SVA2UwHSKqA47HGXtmcr,I,I_10,2019,Semi-Auto,14338,Diesel,145,65.7,2.0,27980
mwxf4CEu6CzFT5qX7SEoYs,G,G_3,2017,Manual,52685,Diesel,145,54.3,2.0,11608
Xr59zA2YPcMGYuiKZy9Fqa,E,E_1,2015,Semi-Auto,22540,Diesel,30,64.2,2.0,18498
AknSfgu9dDfAZdsJtBH6Ko,A,A_12,2016,Automatic,35088,Diesel,125,60.1,1.6,9299
eVDybbPAWHRw2BGZMH4RLP,A,A_4,2018,Semi-Auto,8000,Petrol,145,37.2,1.4,12450
K7qGLdwGRFxXULmkqV5C8L,F,F_4,2017,Automatic,15424,Hybrid,0,78.5,1.8,13998
iKgvLQWXp6SSKsGUn5JbfF,F,F_3,2015,Manual,43163,Petrol,30,55.0,1.3,7379
fiNtMfV5drLcWgBbrN3TeH,B,B_4,2019,Manual,6556,Petrol,145,40.9,1.5,18580
TtFW9anZicdHV9ttpjh6kh,C,C_4,2016,Manual,10610,Petrol,20,60.1,1.0,9290
J85bbAPFiPWAVvezkvd2vP,E,E_3,2015,Automatic,42195,Petrol,30,54.3,1.4,14536
55BkMnC3frku2qyATEuF4B,C,C_14,2018,Manual,8817,Diesel,145,51.4,1.6,19992
2KxngbsEvzqrdcR6xeeDM5,I,I_9,2016,Manual,23216,Diesel,20,68.9,1.6,16200
jwjZjipzn2aAGQMritY7As,G,G_0,2017,Manual,8790,Petrol,0,65.7,1.0,9498
GrtRpzYQKDo7aXNkqUCpxi,F,F_3,2014,Manual,37709,Petrol,125,52.3,1.3,7400
mLgvj8sWg7ct89wpsQqosp,E,E_0,2017,Semi-Auto,23496,Diesel,150,70.6,1.6,15995
fth2qPWN9HZzfjXF4UaL4c,C,C_8,2017,Manual,10837,Petrol,145,52.3,1.4,14250
R9CQAsNHFLkjULYqex5buZ,E,E_14,2019,Automatic,5000,Diesel,145,50.4,3.0,40990
3FkacDEgJka8MLuFK8wJtU,H,H_4,2017,Manual,29340,Diesel,145,51.4,2.0,19640
bSNpAFFeDDHGPFBgBqzNB9,B,B_2,2017,Automatic,4632,Petrol,145,54.3,1.5,17695
BQoPtKyDRvggiW6E3yc9cW,F,F_4,2016,Manual,33123,Petrol,30,58.9,1.2,8750
6SETxG4Yei65pkoJDtdeCw,C,C_8,2016,Manual,47083,Diesel,30,53.3,2.0,13500
btpiREMdBRyn3CKPWsXUkb,B,B_12,2015,Manual,27489,Petrol,325,31.0,3.0,27590
9HBE84EeYz7BpoRnt6twdT,G,G_0,2017,Manual,25928,Petrol,125,54.3,1.2,7110
GdRWhF69aBbyLeYrC8tqEk,B,B_11,2019,Manual,105,Diesel,145,60.1,2.0,31490
663snbUXVJJ2ZBtKYexMiW,B,B_2,2019,Manual,4869,Petrol,150,44.8,1.5,21995
6ntaLp7GZVLEwrGsegwgX8,H,H_6,2019,Automatic,4992,Petrol,145,33.2,2.0,27500
LoKrbg9TAweUnUw6LkkJ6a,I,I_10,2019,Semi-Auto,13945,Diesel,145,72.4,2.0,24000
XLUcxEr575ei4oxkei4zrv,E,E_2,2014,Manual,40276,Diesel,30,62.8,2.0,12470
iKESwtSGSY6ExddVPE9wmY,D,D_0,2013,Manual,45461,Petrol,30,57.6,1.2,3998
2TSCUZKUaSHPQh65kF57bN,G,G_0,2019,Manual,2635,Petrol,145,58.9,1.0,16995
hFrEvCFXYDH6XCa7QZnhQn,E,E_5,2020,Semi-Auto,4000,Hybrid,135,117.7,2.0,49495
SNpp7QYejYtuYFiqdYRu9X,E,E_3,2017,Automatic,31376,Diesel,125,57.7,2.0,20990
gpZHacCqYbuJia8BuLKDZn,C,C_0,2019,Manual,2966,Diesel,145,50.4,2.0,22995
XTRYCkGPNJyUVQBRZvHAh7,A,A_2,2016,Manual,37465,Petrol,20,62.8,1.0,6000
2B37hB5c6d6xK35Bh4QY33,B,B_16,2020,Semi-Auto,1501,Petrol,145,38.7,2.0,34995
mowMdqasnE3dKvk3CuwVfK,G,G_12,2016,Manual,26545,Diesel,30,64.2,1.5,12500
5koW9Xzf4aKe2rNMeGPaeY,C,C_1,2018,Manual,29885,Diesel,145,61.4,1.6,15000
HEqE56R7EbAkS3uNgdEPPD,G,G_1,2017,Manual,31397,Petrol,125,51.4,1.5,11491
bYzucFkHnyZ5U2mMr7yKDV,C,C_4,2019,Manual,14500,Petrol,150,48.7,1.0,11890
TzobTah3JdsVcw3G5MT2Md,B,B_8,2019,Automatic,4010,Diesel,145,33.6,3.0,58000
oDyGfZ2CmQ5mGBRZpRnmW3,G,G_1,2018,Manual,7534,Petrol,145,57.7,1.0,13989
4mmHF94cMBnFNaw784vmWb,D,D_1,2017,Semi-Auto,13037,Diesel,145,57.7,1.7,16590
hX35nPDLQrq862vQUwmtji,D,D_3,2014,Manual,36189,Diesel,150,53.3,1.7,8999
AnKnnaNRXXFd5ioXDFCRN9,B,B_2,2017,Semi-Auto,14992,Petrol,145,39.8,3.0,20998
JV2JLJncnZqBrQmXE5yaPY,C,C_5,2019,Semi-Auto,2987,Diesel,145,39.8,2.0,26891
gwoadKanNPgui7NBbztNz6,G,G_9,2016,Automatic,16974,Diesel,145,52.3,2.0,16299
UYFSNXx2DgenfFmZrSVq8g,A,A_9,2016,Manual,22958,Petrol,125,53.3,1.4,7500
GbKXwXCpHHfeWxewn35Ywm,A,A_0,2012,Manual,15021,Petrol,125,51.4,1.2,5295
TxNnU7jAfof5RSX9zyXN4J,C,C_1,2019,Automatic,8335,Petrol,145,32.8,2.0,29499
o8J7rLdhjoty7rPK9RjNtz,I,I_9,2019,Automatic,138,Petrol,145,45.6,1.5,27299
3MEwJRhGhhuoVbY5gEfPfB,C,C_4,2017,Manual,21233,Petrol,145,60.1,1.2,10400
h6L4FfHm6zNmWJyFnJ5u2B,D,D_1,2018,Manual,18423,Petrol,145,34.9,1.6,14995
UdFLph66iEQWhxBLmb6LcJ,B,B_17,2020,Semi-Auto,1501,Diesel,145,33.6,3.0,69995
i88ifDBCCbLaQks6gNonnh,C,C_1,2015,Manual,44401,Petrol,30,53.3,1.4,10390
KzqZE9MjqCSXvLsDtRKLZ4,C,C_1,2016,Manual,31184,Diesel,20,67.3,2.0,15499
J99zNj6CzbR3p3wWFFhZcG,C,C_4,2019,Semi-Auto,3271,Petrol,145,39.8,2.0,20485
3NgF8EbEDLBfCeWRVet6kK,G,G_3,2018,Manual,24814,Diesel,145,60.1,2.0,17295
ezzwGZiP7jpKxBebMFHDLN,G,G_0,2015,Manual,18397,Diesel,0,76.4,1.5,7650
3sCKNXwYmo8h3QmdzpaXyK,F,F_7,2018,Automatic,18000,Hybrid,140,85.6,1.8,22000
FkWLgXgHAH3GJ9PCRKXWRW,C,C_3,2020,Automatic,2800,Diesel,150,51.4,1.6,23989
5Emg3Dhm73fvxerMxJQ3jp,A,A_4,2019,Manual,16609,Petrol,145,39.2,1.4,13699
Npf6J5RM8JugozJ4mLd5rj,C,C_4,2017,Manual,24687,Petrol,145,58.9,1.0,9300
Qpk7BUUWqVYe8BJCqAocJQ,I,I_10,2015,Automatic,34821,Diesel,125,61.4,2.1,15880
oQdhX9dwJoAHXxMu8Yxzyv,C,C_4,2016,Manual,40258,Petrol,20,60.1,1.2,9995
n9sKarHQQVeWb8fXEUQVyA,H,H_7,2018,Automatic,12002,Petrol,145,61.4,1.0,12227
UHdspLxMHmjha9GxHiWdvz,G,G_8,2019,Manual,10450,Diesel,145,31.7,2.0,29500
TWDmHFLLYms2CkqX7MKv3J,B,B_7,2018,Automatic,28935,Diesel,145,64.2,2.0,19250
Fyq4oJHxHdPCToZLZ2WWn2,E,E_2,2016,Automatic,40688,Petrol,160,42.8,2.0,24495
jKGSPRPEsc3jnsQr5mqyx5,G,G_0,2017,Manual,22224,Petrol,145,62.8,1.0,11299
PPqs5aLrmUkFxbEv5WgfYM,B,B_4,2017,Manual,10874,Petrol,125,50.4,1.5,14270
ZWzrqVw5D8TuvAV4umeLa8,I,I_6,2019,Automatic,6000,Petrol,145,47.9,1.3,24400
najn8YqikeuCkTxVeMWXwC,E,E_6,2017,Manual,12313,Diesel,30,64.2,2.0,20995
CgUrewVJuDhdpuhWfr9Uq7,B,B_11,2016,Semi-Auto,13049,Diesel,125,57.6,2.0,19295
7poBV2rvQrpjAjMmxCoEE5,E,E_2,2018,Automatic,6541,Diesel,145,65.7,2.0,23991
n39Tpic7EZBnKK7orSqbD9,I,I_17,2017,Semi-Auto,27938,Diesel,145,67.3,2.1,17092
awXrgLBJQmw3HEEk5PcXQb,G,G_5,2016,Automatic,22998,Diesel,20,64.2,1.5,9999
Py7uNYK5o7PiwZ4ZMJJFB4,G,G_13,2018,Semi-Auto,1587,Diesel,150,51.4,1.5,15970
f7QJDzQNWntqLp3g7YoENs,C,C_1,2017,Manual,37794,Diesel,0,74.3,1.6,12790
57W74SkKLdtFitbj6gnzNW,I,I_17,2018,Semi-Auto,10500,Petrol,145,40.9,2.0,31850
CtYrXHDpHa4tNnTBWDADx3,C,C_1,2019,Manual,3180,Petrol,145,37.7,2.0,23914
U6rkzgkcg4H2VnHwDn7iRo,G,G_1,2019,Manual,4487,Petrol,145,60.1,1.0,17520
Vj3AZMheq4tcNHN8LN5Qbr,E,E_2,2019,Automatic,6000,Diesel,145,48.7,2.0,27495
EsZ5ce9qt7xsMHkkdtz4hp,C,C_4,2019,Semi-Auto,10324,Petrol,145,45.6,1.0,14290
EvN8pCBKSVXreA6PwwqGTS,C,C_4,2016,Manual,41586,Petrol,20,60.1,1.2,8795
duCKVga4RxQGtd3aqg3MtU,D,D_2,2017,Manual,19881,Petrol,20,60.1,1.0,6995
7jmEj9xXFUuYuf6ugCqoXE,G,G_1,2018,Manual,19460,Petrol,145,51.4,1.5,12050
EoX6H4UVYzuXUtjizzzNy7,F,F_4,2017,Automatic,28350,Hybrid,0,72.4,1.8,14790
TfaKNB7cepFYDUHC5aeZeT,I,I_9,2015,Automatic,8726,Diesel,20,64.2,2.1,17790
DR4BsW8WD2VkHy9KGeVCJ4,B,B_0,2019,Automatic,1516,Hybrid,135,141.3,2.0,34850
6Pr24CpXs9gZeiSoc8PjeB,I,I_6,2016,Manual,18304,Diesel,20,72.4,1.5,13550
f3TiNN9JR7jHgY23hGCfLY,B,B_5,2016,Automatic,35376,Diesel,30,65.7,2.0,15500
X5UGAzWkcjR9VVrJHxQ8rb,F,F_5,2017,Manual,10293,Petrol,145,69.0,1.0,6790
ZCH2RWqW6cX4JyWnoGVjar,G,G_1,2017,Manual,18832,Petrol,145,60.1,1.0,11200
SrG639GPWWaiwFPnvuHfyo,I,I_6,2019,Semi-Auto,11464,Diesel,145,67.3,1.5,22980
iN9C8TWbkx3Gxfm2ELaFU2,I,I_12,2013,Automatic,71004,Diesel,145,55.0,2.1,10200
UBzQmSxNTW7JMt3iRKcdot,B,B_2,2016,Manual,81579,Diesel,0,83.1,1.5,8000
nQvt7uSHcVfX4JLGbLtTpi,B,B_7,2014,Semi-Auto,45212,Diesel,150,54.3,3.0,15690
etkVp3mn2URh9Auv4FwYLL,E,E_0,2017,Semi-Auto,19107,Petrol,30,70.6,1.4,17962
EP3ymDXrcNjdcCqZBv3CsW,D,D_4,2016,Manual,50167,Diesel,0,78.4,1.6,7998
HSNeZdW4fpuAS3sBcXXaSK,E,E_5,2018,Semi-Auto,19035,Diesel,145,56.5,2.0,26790
DH5jmiS83vJyqGBWQnQckD,I,I_10,2017,Semi-Auto,15843,Diesel,145,56.5,2.1,20980
N8WHoEThVMnnmTA4XufkkH,I,I_5,2016,Semi-Auto,36298,Petrol,235,38.2,2.0,25499
LdTKxXgX4AdrcFW49rU3yo,E,E_4,2016,Semi-Auto,40254,Petrol,205,40.4,2.0,21995
TNVxy2w3w3U7VRLXYC7SMU,E,E_4,2019,Manual,8800,Petrol,145,39.8,1.5,26900
kx27ng3ccXJeR22HEwNDdb,A,A_0,2015,Manual,20709,Petrol,30,57.6,1.0,7730
guJMvJNoDiXrwFZWcM4qZe,A,A_4,2018,Semi-Auto,10500,Petrol,145,43.5,1.4,13993
kQZBtsCSwyS24FXbMHW5PE,G,G_1,2019,Manual,3200,Petrol,145,58.9,1.0,17800
RdxBsTpNaUJfRvd5Ys99DP,B,B_4,2016,Semi-Auto,26182,Petrol,260,37.2,3.0,21211
DvG4MSHPNcJVLqF56XDxWB,A,A_3,2015,Manual,40362,Petrol,160,44.8,1.4,7998
WRdTKDkEwFqeJSdX935DXT,A,A_0,2016,Automatic,13532,Petrol,150,47.9,1.4,8900
MJuDziPH7EDGGETpgJphyR,A,A_0,2017,Manual,13642,Petrol,150,54.3,1.4,7491
AKq4TYuctjqJpqouMBsTLg,I,I_6,2019,Semi-Auto,2815,Diesel,145,65.7,1.5,22339
jgDgRvbzHUUizM2wKtQTDr,B,B_2,2019,Semi-Auto,3450,Petrol,145,34.5,2.0,33400
iqnJMZi2hboLjQ3R2m8gMX,F,F_3,2018,Manual,10128,Petrol,145,58.9,1.5,9995
UEDpnTJEgiwAj5ZGsEMKqy,B,B_7,2014,Automatic,76587,Diesel,125,57.6,3.0,12080
NXLgy6zuPUH93AbUzyf5a2,C,C_5,2015,Manual,90720,Diesel,125,56.5,2.0,9000
eYgX7CehJ43uhF7KBNj8oT,C,C_4,2017,Manual,22579,Petrol,20,60.1,1.0,9750
iVFTzbA4aabMegreDev6dL,B,B_8,2019,Semi-Auto,6326,Diesel,145,37.7,3.0,52995
KKNSDXKFyXR3bXQzNLpZKz,G,G_1,2017,Manual,40988,Diesel,145,74.3,1.5,10800
NdsQqDA9sae6Na34qhMN2a,B,B_7,2016,Automatic,22019,Hybrid,0,148.7,2.0,17106
nuhoaCeKGEg2jtHBSzRL2C,I,I_9,2019,Automatic,7325,Petrol,145,43.5,2.0,29592
AiTzg62ERWNZa3sxsuqe7e,G,G_0,2017,Manual,41491,Petrol,145,65.7,1.0,8680
kUk5JvjPaJVtrkDZCPgJxr,B,B_21,2004,Manual,80000,Petrol,330,23.7,3.2,16950
78EFqShiPeR3RUoj7QhLnr,I,I_9,2019,Semi-Auto,5012,Diesel,145,60.1,1.6,27699
LaaTYqLDesN6XiXYWMVGPQ,C,C_1,2017,Manual,16542,Petrol,150,54.3,1.4,13980
TNcHYY5QdFYMy2dReRE2uU,F,F_5,2018,Manual,10263,Petrol,145,56.5,1.0,9300
4FYLLf7LEnUj8UJ9UHLKHo,C,C_2,2015,Manual,95000,Diesel,20,67.3,2.0,10492
8JNPDdPcAqjCsZ5wMELnvd,C,C_1,2017,Manual,38827,Diesel,145,61.4,1.6,13490
TntK7q4eKd9kRdM6K7QV3V,A,A_1,2018,Manual,12257,Petrol,150,62.8,1.0,12498
YLQnbuzBjPutH3jaDrzCz2,G,G_1,2019,Manual,9500,Petrol,145,60.1,1.0,17410
az4KQP5gyi5FmbwJFDCH4p,I,I_6,2015,Semi-Auto,50244,Diesel,20,68.9,1.5,11998
SuEm2VTKtV9ttXCDjhm3Py,G,G_7,2019,Manual,5,Petrol,145,43.5,1.2,12890
V5CkZnb4bKT4DzVvqbZSeD,G,G_1,2017,Manual,19798,Diesel,145,74.3,1.5,11886
m5SqBjNzFuTpRay5vcpsBH,A,A_1,2014,Manual,40489,Petrol,145,47.9,1.4,6498
eucV2PeVZqcRGmPTnpdRGR,C,C_1,2015,Manual,28080,Petrol,30,53.3,1.4,11498
8YtFVrKMKXvpNcMBhjBxBS,E,E_4,2020,Manual,1553,Petrol,145,40.9,1.5,26500
BUR5akkzkGjUp9JCxAxFgz,C,C_1,2015,Manual,46987,Petrol,200,39.8,2.0,17442
RM7YKPkLgfrKXayg9zu9Tn,G,G_4,2018,Manual,20735,Diesel,145,64.2,1.5,15695
Cp6LCGiwKjUGjSq4jCDyUZ,C,C_1,2019,Manual,100,Petrol,150,44.8,1.5,18500
eABmMxRvn8miTwJEMfvgja,B,B_4,2016,Manual,24000,Petrol,300,34.9,3.0,16490
67hNu4PRRGTPE5rvnXmGQX,A,A_0,2016,Manual,14786,Petrol,30,54.3,1.4,8510
6YMM7u3Z58HHwBwaPRJeTz,A,A_1,2017,Semi-Auto,12345,Petrol,150,50.4,1.4,10998
4dMfQAQsp7XYR7eLTXvQap,D,D_2,2019,Manual,2362,Petrol,145,60.1,1.0,8690
VVYT42gzzkd6ARTsZWLZKp,B,B_6,2013,Semi-Auto,50567,Diesel,165,50.4,2.0,16995
AMKNHcrBibk6GFQF3NeQdW,A,A_1,2019,Manual,19617,Petrol,150,46.3,1.4,11495
nVfQQffAX8USJdyu9t9ebQ,G,G_0,2016,Manual,23377,Petrol,0,65.7,1.0,8990
PyRAPh5C4f9TANr3LECUGA,E,E_9,2015,Semi-Auto,42687,Diesel,150,54.3,3.0,17888
QMYxBuXweVvYnfMcZ9hUaV,C,C_7,2015,Manual,21857,Petrol,20,61.4,1.0,7499
nSkspGe7nFGsZxuAxrKmLh,C,C_5,2017,Semi-Auto,12000,Diesel,145,49.6,2.0,19000
CKNUwpUMfYGXezFh2uRR2U,B,B_2,2019,Semi-Auto,4171,Petrol,150,39.8,3.0,25500
gFSSjK62pjm5k6xNMKdEoM,G,G_15,2016,Automatic,14604,Diesel,145,52.3,2.0,15799
CmvLv4sh7v3QJDB3Q746rd,F,F_5,2016,Manual,18695,Petrol,0,69.0,1.0,7499
E7xA73UniUmggLSQcmmnEu,I,I_13,2010,Automatic,44662,Petrol,300,35.8,1.6,5975
5riZRyXZF9cibHqYdTqaHG,B,B_13,2019,Automatic,123,Petrol,145,38.7,2.0,26972
Vy3cQaRPCVXTdiV4tHAXNH,A,A_12,2019,Manual,29067,Petrol,150,50.4,1.5,13998
VHhkFeTnSLFDFXfzue5y8b,G,G_1,2009,Manual,118000,Diesel,30,62.8,1.6,2495
3YKHRBaGSpAgExMiTe5hvL,C,C_4,2018,Manual,16096,Petrol,145,48.7,1.0,12282
bLVn45BfuFYTTiKGGJc9Dy,E,E_3,2016,Manual,90818,Diesel,0,83.1,1.6,8600
kTtYzFUSMD8sNzfgQND5iB,H,H_7,2018,Manual,15623,Petrol,145,64.2,1.0,10490
BmXA7X2o4e7JCb8vpkWmG8,B,B_4,2019,Automatic,3935,Diesel,145,68.9,2.0,21980
PS768dTHVM3a2Teev3YFj4,A,A_12,2018,Manual,11793,Diesel,145,65.7,1.6,15695
UxAQWdjDHnemx87FZjb3nm,G,G_0,2016,Manual,31003,Petrol,0,65.7,1.0,8100
DiQW5eu36s35LAaBTf3wPC,A,A_1,2017,Manual,36166,Diesel,20,72.4,1.6,9498
Ykus6Xcy9Qf4UAizmtPsqP,A,A_6,2017,Manual,7708,Petrol,200,41.5,1.4,12800
nvxLrRUzvjwKFEDqYqiVNm,G,G_0,2015,Manual,8161,Petrol,0,65.7,1.0,10299
Ma4FFpSoz2W7g7gvpnSQxo,E,E_0,2016,Manual,14521,Petrol,30,55.4,1.4,12500
Y3XNJRvusWUpK6YZvFLHjG,G,G_0,2014,Manual,47220,Petrol,0,65.7,1.0,7521
KkwEHd7mzSojw5CWUtAhEB,E,E_16,2019,Semi-Auto,10388,Petrol,145,29.1,2.9,55990
6WXVjzPVFQWnWzpTpXttpE,A,A_4,2018,Manual,12382,Petrol,145,39.2,1.4,11698
2Q5izb2rAEu4kdFwVaWYsL,B,B_7,2016,Semi-Auto,66362,Diesel,30,62.8,2.0,13998
FefnQLvBJ8F8JuZxkFpFRS,B,B_2,2017,Manual,102,Diesel,145,65.7,2.0,24490
SJ95CS2TKV4k4DbgjvLrvi,H,H_9,2019,Automatic,2500,Petrol,145,45.6,1.5,16726
kfAAGGJawY6YSytkg43FvU,E,E_1,2017,Automatic,64962,Diesel,145,64.2,2.0,15000
RQ3DQbtfYLYRBfJnk6H6ar,F,F_3,2017,Manual,18693,Petrol,145,56.5,1.5,10498
WV5RmPeydKc5qVSEcedvFs,I,I_10,2014,Automatic,66921,Petrol,260,35.8,3.0,16000
RqyfTZbJEc2ZzJq3FtuLiw,G,G_1,2017,Manual,8600,Petrol,145,57.7,1.0,12199
Xp7KPSgGCur5QVCgmfRKCT,B,B_2,2018,Automatic,11885,Petrol,150,36.7,2.0,18995
PbjRvwFHtn75x8hMnhdbKp,E,E_3,2015,Manual,20346,Petrol,30,57.6,1.4,15498
JZPmv4unEU8fCuofhiVMY6,G,G_1,2017,Automatic,5450,Petrol,125,51.4,1.0,14000
87Eg4y7vBUyr8jmuWt6B6c,F,F_3,2017,Manual,12711,Petrol,30,58.0,1.3,9000
KmWMttgY28PLJAWKJJ2nyL,A,A_0,2007,Manual,71000,Petrol,160,47.9,1.4,1699
QzNrVER6hLuVthjXjB7Gvr,I,I_10,2016,Semi-Auto,36107,Diesel,160,51.4,3.0,19498
2vkbU4DZbhCzGxmxseqjye,G,G_1,2018,Manual,9836,Diesel,145,67.3,2.0,17750
E54U4MSH7HDmY7PpQQZpQL,I,I_4,2020,Semi-Auto,3392,Diesel,150,32.5,2.9,59995
A2dmBseb5vJDNmaxRqPLhY,C,C_1,2016,Semi-Auto,15110,Diesel,30,62.8,2.0,17698
